Aircraft,Tail#,Flight Leg No,ATA Main,ATA Sub,ATA,ATA Description,LRU,DateAndTime,MDC Message,Status,Flight Phase,Type,Intermittent,Equation ID,Source,Diagnostic Data,Data Used to Determine Msg,ID,Flight#
AC15472,839SK,,21,61,21-61,TEMPERATURE CONTROL,GALLEY FAN,11/30/2020 13:34,LOW FAN SPEED,FAILED/WIRING,,Service,,B1-006902,AC15472W.CSM,,"350A ACSC 2 100002
350B ACSC 2 100003",4028670876189a47017619699a360862,
AC15472,839SK,,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:34,LOW FAN SPEED,FAILED/WIRING,,Service,,B1-007306,AC15472W.CSM,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a47017619699a360863,
AC10229,764SK,26457,38,10,Oct-38,POTABLE WATER,PWS SYSTEM,11/30/2020 13:34,A/C DUTY CYCLE EXCEEDED,LRU OK/INFO,GROUND,Fault,0,B1-007616,AC10229P.FMH,,351 PWS CNTRL UNIT 000081,40286708761dc0a501761e1de6260152,
AC15472,839SK,,38,10,Oct-38,POTABLE WATER,PWS CONFIG,11/30/2020 13:34,CONFIGURATION 17,LRU OK/INFO,,Service,,B1-007599,AC15472W.CSM,,"350 PWS CNTRL UNIT 040151
361 PWS CNTRL UNIT 000001",4028670876189a47017619699a460864,
AC10228,763SK,27452,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 13:33,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006987,AC10228C.SMH,"350 IAPS IOC 1B 000203
351 IAPS IOC 1B 020003
352 IAPS IOC 1B 625E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 002001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 000203
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",4028670876280d6801762ba2c2bd47e2,3087 E37
AC10185,755EV,,34,42,34-42,Ground Proximity Warning System (GPWS),EGPWS,11/30/2020 13:33,NO EGPWS-1&2 BUS OUTPUT,OFF/NO OUTPUT,,Fault,,B1-006515,AC10185L.CFM,,,4028670876189a470176195fc597079d,
AC10284,784SK,18666,45,45,45-45,MAINT DIAGNOSTIC,MDC,11/30/2020 13:33,MDC SW CYCLE SLIP,LRU OK/INFO,TAXI,Service,0,B1-212643,AC10284W.SMH,"350 MDC 040209
352 MDC 000005",352 MDC 000005,4028670876a8ccb00176a92313301283,5317
AC10035,611SK,31814,21,31,21-31,Cabin Pressure Control System,SAFETY VLV2,11/30/2020 13:33,OPEN POSITION SIGNAL,FAILED/WIRING,AIR,Service,0,B1-006172,AC10035F.SMH,,350 CPC 2 100002,402867087637807c01763c38d0935466,3178 35B
AC10228,763SK,27452,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 13:33,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006952,AC10228C.SMH,"350 IAPS IOC 1A 000201
351 IAPS IOC 1A 020001
352 IAPS IOC 1A 627E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 002001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 000201
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600163",4028670876280d6801762ba2c2bd47e3,3087 E37
AC15109,821SK,22029,38,10,Oct-38,POTABLE WATER,AFT OVERFLOW HTR,11/30/2020 13:33,LOW CURRENT/OPEN,FAILED/WIRING,GROUND,Fault,0,B1-005908,AC15109R.FMH,,353 PWS CNTRL UNIT 004001,40286708763ca6e2017641725f4563e9,
AC10185,755EV,,34,42,34-42,Ground Proximity Warning System (GPWS),EGPWS,11/30/2020 13:32,NO EGPWS-1&2 BUS OUTPUT,OFF/NO OUTPUT,,Fault,,B1-006515,AC10185J.CFM,,,4028670876189a470176195fc4aa0798,
AC15453,830SK,,22,11,22-Nov,AUTOMATIC FLT CONTROL,FCC 1,11/30/2020 13:32,NO L-AHC-1 BUS INPUT,FAILED/WIRING,,Fault,,B1-246748,AC154532.CFM,"071 FCC 1 000001
351 FCC 1 ------","071 FCC 1 000001
350 AHC 1 000001
350 AHC 1 000001
350 AHC 1 000001
270 AHC 4000 L 000031",4028670876189a470176195fc9be07a5,
AC10136,702SK,27075,27,50,27-50,FLAPS AND SLATS,SLAT LEFT BPSU,11/30/2020 13:30,LEFT/RIGHT RESOLVER,FAILED/WIRING,GROUND,Fault,0,B1-240800,AC10136Q.FMH,,"355S SFECU 2 404012
355S SFECU 1 000000
353S SFECU 1 000000",40286708765b8d1801765fe7a1f85fa4,
AC10136,702SK,27075,27,50,27-50,FLAPS AND SLATS,SLAT RIGHT BPSU,11/30/2020 13:30,LEFT/RIGHT RESOLVER,FAILED/WIRING,GROUND,Fault,0,B1-240802,AC10136Q.FMH,,"355S SFECU 2 404012
355S SFECU 1 000000
353S SFECU 1 000000",40286708765b8d1801765fe7a1f85fa5,
AC10236,773SK,,21,31,21-31,Cabin Pressure Control System,CPC 1,11/30/2020 13:28,LDG ELEV SIGNAL FAULT,FAILED/WIRING,,Fault,,B1-006134,AC10236K.CFM,,,4028670876189a470176195fc7c307a0,
AC10291,789SK,27896,31,30,31-30,CREW FORCE MEAS SYS,L AIL FDR CFS,11/30/2020 13:28,L AIL FDR FORCE SENSOR,FAILED/WIRING,TAXI,Service,0,B1-070156,AC102910.SMH,,350 CTRL FORCE SNSR 00C100,402867087665d9d6017666aa5d011ab5,4751
AC10236,773SK,,21,31,21-31,Cabin Pressure Control System,CPC 2,11/30/2020 13:28,LDG ELEV SIGNAL FAULT,FAILED/WIRING,,Fault,,B1-006148,AC10236K.CFM,,,4028670876189a470176195fc7d207a1,
AC15099,813SK,,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 13:26,INPUT BUS ERROR,LRU OK/INFO,,Service,,B1-007061,AC15099Z.CSM,"350 IAPS IOC 2B 600000
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 625E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 600000
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",4028670876189a470176195fc8cf07a3,
AC15099,813SK,1592,21,61,21-61,TEMPERATURE CONTROL,ACSC 1,11/30/2020 13:26,INTERNAL FAULT,FAILED/WIRING,AIR,Fault,0,B1-005812,AC150994.FMH,"270A ACSC 1 000020
270B ACSC 1 000021
271A ACSC 1 000000
271B ACSC 1 000001
350A ACSC 1 000000
350B ACSC 1 000001
351A ACSC 1 0E0000
351B ACSC 1 000001
352A ACSC 1 000000
352B ACSC 1 000001","351A ACSC 1 0E0000
351B ACSC 1 000001",4028670876189a4701761992381d15d9,102B
AC10232,766SK,,27,60,27-60,SPOILERS,SSCU 1,11/30/2020 13:24,NO L-RAC-1 BUS INPUT,LRU OK/INFO,,Fault,,B1-008022,AC10232H.CFM,,,4028670876189a47017619561964070f,
AC15466,837SK,,27,60,27-60,SPOILERS,SSCU 1,11/30/2020 13:24,NO LA-SSCM OUTPUT TO DCU,FAILED/WIRING,,Fault,,B1-008001,AC15466H.FMHI.CFM,"350A SSCU 1 000000
350B SSCU 1 000001
351A SSCU 1 000000
351B SSCU 1 000000
352A SSCU 1 000000
352B SSCU 1 000001
353A SSCU 1 000000
353B SSCU 1 000001
354A SSCU 1 000000
354B SSCU 1 000001","347 DCU 1 000101
347 DCU 2 000102
347 DCU 3 ------",4028670876189a470176195fd06607a7,
AC10232,766SK,,34,44,34-44,Radio Altimeter System,RAD ALT/RAC 1,11/30/2020 13:24,NO OUTPUT/NO BUS TO IOC,OFF/NO OUTPUT,,Fault,,B1-007714,AC10232H.CFM,,,4028670876189a470176195619730710,
AC15466,837SK,,27,60,27-60,SPOILERS,SSCU 2,11/30/2020 13:24,NO RA-SSCM OUTPUT TO DCU,FAILED/WIRING,,Fault,,B1-008043,AC15466H.FMHI.CFM,"350A SSCU 2 000002
350B SSCU 2 000003
351A SSCU 2 000002
351B SSCU 2 000003
352A SSCU 2 000002
352B SSCU 2 000003
353A SSCU 2 000002
353B SSCU 2 000003
354A SSCU 2 000002
354B SSCU 2 000003","347 DCU 1 000101
347 DCU 2 000102
347 DCU 3 ------",4028670876189a470176195fd07507a8,
AC10236,773SK,,21,31,21-31,Cabin Pressure Control System,CPC 1,11/30/2020 13:23,LDG ELEV SIGNAL FAULT,FAILED/WIRING,,Fault,,B1-006134,AC10236I.CFM,,,4028670876189a47017619561bef0712,
AC10113,625CA,,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:23,LOW FAN SPEED,FAILED/WIRING,,Service,,B1-007306,AC10113F.CSM,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a470176195610d50707,
AC10236,773SK,,21,31,21-31,Cabin Pressure Control System,CPC 2,11/30/2020 13:23,LDG ELEV SIGNAL FAULT,FAILED/WIRING,,Fault,,B1-006148,AC10236I.CFM,,,4028670876189a47017619561bfe0713,
AC15162,162PQ,21210,31,41,31-41,Engine Indication and Crew Alerting System (EICAS),DCU 2,11/30/2020 13:23,FDR FAILURE,FAILED,AIR,Fault,>,B1-006314,AC15162L.FMH,"347 DCU 2 000002
350 DCU 2 000002
351 DCU 2 010002
352 DCU 2 000102
353 DCU 2 000002",353 DCU 2 000002,4028670876189a47017619e543f41d2e,3621
AC15456,833SK,2540,30,0,30-00,ICE & RAIN PROTECTION,L COWL A/ICE SOV,11/30/2020 13:22,SOV SW POSITION MISMATCH,FAILED/WIRING,GROUND,Fault,0,B1-039268,AC154567.FMH,,"250 AIRCRAFT DISCR L 186001
256 AIRCRAFT DSCR2 L 000000
250 AIRCRAFT DISCR R 186002
256 AIRCRAFT DSCR2 R 000000",402867087665d9d60176669f851c1715,
AC10113,625CA,29793,34,21,34-21,Attitude and Heading Reference System (AHRS),AHC 2,11/30/2020 13:22,INTERNAL FAULT,FAILED,AIR,Fault,0,B1-005934,AC10113J.FMH,"350 AHC 2 620002
351 AHC 2 6001F6",350 AHC 2 620002,4028670876189a470176199c60ca1717,4292
AC10113,625CA,29793,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:22,LOW FAN SPEED,FAILED/WIRING,AIR,Service,3,B1-007306,AC10113D.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a470176195613e70709,4292
AC15203,822SK,,33,42,33-42,NAVIGATION LIGHTS,REAR PRIM NAV LT,11/30/2020 13:22,BULB FAILED/OPEN CIRCUIT,FAILED/WIRING,,Fault,,B1-007553,AC15203R.CFM,,,4028670876189a470176195625e20724,
AC15453,830SK,,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:22,LOW FAN SPEED,FAILED/WIRING,,Service,,B1-007306,AC15453Z.CSM,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a470176195632220731,
AC15456,833SK,2540,30,0,30-00,ICE & RAIN PROTECTION,R COWL A/ICE SOV,11/30/2020 13:22,SOV SW POSITION MISMATCH,FAILED/WIRING,GROUND,Fault,0,B1-039271,AC154567.FMH,,"250 AIRCRAFT DISCR L 186001
257 AIRCRAFT DSCR2 L 080000
250 AIRCRAFT DISCR R 186002
257 AIRCRAFT DSCR2 R 000000",402867087665d9d60176669f851c1716,
AC15162,162PQ,21210,30,0,30-00,ICE & RAIN PROTECTION,R COWL A/ICE SOV,11/30/2020 13:21,SOV SW POSITION MISMATCH,FAILED/WIRING,AIR,Fault,0,B1-039271,AC15162L.FMH,,"250 AIRCRAFT DISCR L 180001
257 AIRCRAFT DSCR2 L 080040
250 AIRCRAFT DISCR R 180002
257 AIRCRAFT DSCR2 R 080000",4028670876189a47017619e544031d2f,3621
AC10170,710SK,24754,78,31,78-31,THRUST REVERSERS,L TR GND RLY A,11/30/2020 13:21,RELAY OPEN OR ICV CLOSED,FAILED/WIRING,TAXI,Fault,0,B1-008205,AC10170D.FMH,,"255 AIRCRAFT DISCR R 015642
245 AIRCRAFT DISCR R 194142
273 AIRCRAFT DISCR R 0082A2
272B L FADEC 00965E
272A L FADEC 00965F",40286708763ca6e201763dad10a71201,2966
AC15162,162PQ,21210,30,0,30-00,ICE & RAIN PROTECTION,L COWL A/ICE SOV,11/30/2020 13:21,SOV SW POSITION MISMATCH,FAILED/WIRING,AIR,Fault,0,B1-039268,AC15162L.FMH,,"250 AIRCRAFT DISCR L 180001
256 AIRCRAFT DSCR2 L 000000
250 AIRCRAFT DISCR R 180002
256 AIRCRAFT DSCR2 R 000000",4028670876189a47017619e544031d30,3621
AC10169,753EV,26977,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2A,11/30/2020 13:20,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,3,B1-007026,AC10169E.SMH,"350 IAPS IOC 2A 000202
351 IAPS IOC 2A 600002
352 IAPS IOC 2A 627E10
354 IAPS IOC 2A 6FFF30
354 IAPS IOC 2A 600002
354 IAPS IOC 2A 000000
354 IAPS IOC 2A 600003","350 IAPS IOC 2A 000202
353 IOC 2A INPORTS 000000
353 IOC 2A INPORTS 600000
353 IOC 2A INPORTS 600002
353 IOC 2A INPORTS 600163",4028670876189a470176195fc2910792,3232
AC10003,707SK,,21,61,21-61,TEMPERATURE CONTROL,ACSC 1,11/30/2020 13:20,INTERNAL FAULT,FAILED/WIRING,,Fault,,B1-005812,AC100036.CFM,,,4028670876189a47017619560dfa0705,
AC10169,753EV,26977,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 13:20,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,4,B1-007061,AC10169E.SMH,"350 IAPS IOC 2B 000200
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 625E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 000000
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 000200
353 IOC 2B INPORTS 000000
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",4028670876189a470176195fc2910793,3232
AC15109,821SK,,28,0,28-00,FUEL,FQGC,11/30/2020 13:19,NO LA IOC-6 BUS INPUT,LRU OK/INFO,,Fault,,B1-006806,AC15109O.CFM,,,4028670876189a470176195621080719,
AC15109,821SK,,38,10,Oct-38,POTABLE WATER,AFT FILL NUT HTR,11/30/2020 13:19,LOW CURRENT/OPEN,FAILED/WIRING,,Fault,,B1-022509,AC15109O.CFM,,,4028670876189a47017619562117071a,
AC15109,821SK,,38,10,Oct-38,POTABLE WATER,G2/LAV SPLY HTR,11/30/2020 13:19,LOW CURRENT/OPEN,FAILED/WIRING,,Fault,,B1-006862,AC15109O.CFM,,,4028670876189a47017619562127071b,
AC15086,809SK,22907,21,31,21-31,Cabin Pressure Control System,SAFETY VLV1,11/30/2020 13:19,OPEN POSITION SIGNAL,FAILED/WIRING,AIR,Service,0,B1-006171,AC150869.SMH,,350 CPC 1 100001,40286708763ca6e201763dc585d519e5,3678 C14
AC15109,821SK,,38,10,Oct-38,POTABLE WATER,PWS CNTRL UNIT,11/30/2020 13:19,INTERNAL FAULT,FAILED,,Fault,,B1-007602,AC15109O.CFM,,,4028670876189a47017619562137071c,
AC15109,821SK,22029,49,0,49-00,APU,APU ECU,11/30/2020 13:19,NO ECU-1 BUS TO DCU,FAILED/WIRING,TAXI,Fault,1,B1-005970,AC15109R.FMH,"271 APU ECU 202001
350 APU ECU 000001
351 APU ECU 000001
352 APU ECU 000001
353 APU ECU 000001","273 AIRCRAFT DISCR L 0087E1
273 AIRCRAFT DISCR R 0087E2
351 DCU 1 000001
351 DCU 2 000002
351 DCU 3 ------",4028670876189a47017619562320071e,4255
AC15472,839SK,,21,61,21-61,TEMPERATURE CONTROL,GALLEY FAN,11/30/2020 13:18,LOW FAN SPEED,FAILED/WIRING,,Service,,B1-006902,AC15472T.CSM,,"350A ACSC 2 100002
350B ACSC 2 100003",4028670876189a470176195639680739,
AC10185,755EV,24258,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 13:18,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006987,AC10185Y.SMH,"350 IAPS IOC 1B 000203
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 625E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 600001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 000203
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",40286708762d33df01762da40c340630,3192
AC15472,839SK,,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:18,LOW FAN SPEED,FAILED/WIRING,,Service,,B1-007306,AC15472T.CSM,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a47017619563978073a,
AC10169,753EV,26977,21,61,21-61,TEMPERATURE CONTROL,L ENVIRONMNT SYS,11/30/2020 13:18,L COMP. DISCH. OVERTEMP,FAILED/WIRING,AIR,Fault,0,B1-211965,AC10169G.FMH,,"351A ACSC 1 000004
351B ACSC 1 000001",4028670876189a47017619b1a9541897,3232
AC10185,755EV,24258,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 13:18,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006952,AC10185Y.SMH,"350 IAPS IOC 1A 000201
351 IAPS IOC 1A 600001
352 IAPS IOC 1A 627E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 600001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 000201
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 080000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600173",40286708762d33df01762da40c340631,3192
AC15452,829SK,,27,60,27-60,SPOILERS,SSCU 1,11/30/2020 13:18,H STAB FAULT CHA,FAILED,,Fault,,B1-008007,AC15452F.CFM,"350A SSCU 1 000000
350B SSCU 1 000001
351A SSCU 1 000000
351B SSCU 1 000001
352A SSCU 1 000004
352B SSCU 1 000001
353A SSCU 1 000000
353B SSCU 1 000001
354A SSCU 1 000000
354B SSCU 1 000001",352A SSCU 1 000004,4028670876189a470176195628770726,
AC15472,839SK,,38,10,Oct-38,POTABLE WATER,PWS CONFIG,11/30/2020 13:18,CONFIGURATION 17,LRU OK/INFO,,Service,,B1-007599,AC15472T.CSM,,"350 PWS CNTRL UNIT 040151
361 PWS CNTRL UNIT 000001",4028670876189a47017619563997073b,
AC10203,748SK,27804,32,51,32-51,NOSEWHEEL STEERING,NWS ECU,11/30/2020 13:16,NO LA-IOC-6 BUS INPUT,LRU OK/INFO,AIR,Service,0,B1-007459,AC10203P.SMH,350 NWS ECU 000401,"350 NWS ECU 000401
350 IAPS IOC 1A 600001",40286708761dc0a501761e73d6a90a8a,3178
AC10203,748SK,27804,31,30,31-30,CREW FORCE MEAS SYS,CTRL FORCE SNSR,11/30/2020 13:16,NO BUS OUTPUT TO DCU,OFF/NO OUTPUT,AIR,Service,0,B1-344932,AC10203P.SMH,350 CTRL FORCE SNSR ------,"352 DCU 1 000901
352 DCU 2 000902",40286708761dc0a501761e73d6a90a8b,3178
AC10203,748SK,27804,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 13:16,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-006987,AC10203P.SMH,"350 IAPS IOC 1B 600003
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 624E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 600001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 600003
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",40286708761dc0a501761e73d6a90a8c,3178
AC10203,748SK,27804,34,44,34-44,Radio Altimeter System,RAD ALT/RAC 1,11/30/2020 13:16,NO OUTPUT/NO BUS TO IOC,OFF/NO OUTPUT,AIR,Fault,0,B1-007714,AC10203A.FMH,,"350 RAC 1/RAD ALT 4K ------
350 RAC 1/RAD ALT 4K ------",4028670876189a47017619a72ac11825,3178
AC10203,748SK,27804,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:16,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC10203P.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",40286708761dc0a501761e73d6a90a8d,3178
AC10203,748SK,27804,27,60,27-60,SPOILERS,SSCU 1,11/30/2020 13:16,NO L-RAC-1 BUS INPUT,LRU OK/INFO,AIR,Fault,0,B1-008022,AC10203A.FMH,"350A SSCU 1 000000
350B SSCU 1 000001
351A SSCU 1 000000
351B SSCU 1 000001
352A SSCU 1 000000
352B SSCU 1 000001
353A SSCU 1 000000
353B SSCU 1 000001
354A SSCU 1 000000
354B SSCU 1 000001","355A SSCU 1 EXT 000020
355B SSCU 1 EXT 000021",4028670876189a47017619a72acd1826,3178
AC15453,830SK,,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:15,LOW FAN SPEED,FAILED/WIRING,,Service,,B1-007306,AC15453W.CSM,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a47017619562d52072a,
AC15109,821SK,22029,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 13:15,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006987,AC15109S.SMH,"350 IAPS IOC 1B 000203
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 624E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 600001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 000203
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",40286708763ca6e2017641729f7065d0,4255
AC15453,830SK,,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 13:15,INPUT BUS ERROR,LRU OK/INFO,,Service,,B1-006952,AC15453W.CSM,"350 IAPS IOC 1A 600001
351 IAPS IOC 1A 020001
352 IAPS IOC 1A 627E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 002001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 600001
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 6001A3",4028670876189a47017619562d52072b,
AC10113,625CA,29792,34,21,34-21,Attitude and Heading Reference System (AHRS),AHC 2,11/30/2020 13:15,INTERNAL FAULT,FAILED,TAXI,Fault,0,B1-005934,AC10113C.FMH,"350 AHC 2 620002
351 AHC 2 6805DE",350 AHC 2 620002,402867087637807c01763c9e87ef5623,4292
AC15109,821SK,22029,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 13:15,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006952,AC15109S.SMH,"350 IAPS IOC 1A 000201
351 IAPS IOC 1A 600001
352 IAPS IOC 1A 625E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 600001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 000201
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 080000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600173",40286708763ca6e2017641729f7065d1,4255
AC15453,830SK,,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 13:15,INPUT BUS ERROR,LRU OK/INFO,,Service,,B1-006987,AC15453W.CSM,"350 IAPS IOC 1B 600003
351 IAPS IOC 1B 020003
352 IAPS IOC 1B 625E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 002001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 600003
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 6001A3",4028670876189a47017619562d62072c,
AC10232,766SK,,27,60,27-60,SPOILERS,SSCU 1,11/30/2020 13:14,NO L-RAC-1 BUS INPUT,LRU OK/INFO,,Fault,,B1-008022,AC10232F.CFM,,,4028670876189a470176194c170d061e,
AC10232,766SK,,34,44,34-44,Radio Altimeter System,RAD ALT/RAC 1,11/30/2020 13:14,NO OUTPUT/NO BUS TO IOC,OFF/NO OUTPUT,,Fault,,B1-007714,AC10232F.CFM,,,4028670876189a470176194c171a061f,
AC10232,766SK,,38,10,Oct-38,POTABLE WATER,AIR COMPRESSOR,11/30/2020 13:14,HIGH CURRENT/SHORT,FAILED/WIRING,,Fault,,B1-005801,AC10232F.CFM,,,4028670876189a470176194c171a0620,
AC10232,766SK,26146,49,0,49-00,APU,START MOTOR,11/30/2020 13:14,OPEN PWR/SENSE WIRE,FAILED/WIRING,TAXI,Service,1,B1-006021,AC10232U.SMH,,351 APU ECU 000041,4028670876325a27017632c0d6ec0193,3161
AC10127,722EV,28008,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 13:13,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006987,AC10127S.SMH,"350 IAPS IOC 1B 600003
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 627E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 600001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 600003
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",4028670876280d68017628e7340d0b1d,SKW3122
AC15472,839SK,,21,61,21-61,TEMPERATURE CONTROL,GALLEY FAN,11/30/2020 13:13,LOW FAN SPEED,FAILED/WIRING,,Service,0,B1-006902,AC15472Q.SMH,,"350A ACSC 2 100002
350B ACSC 2 100003",4028670876189a470176194c2bc30669,
AC15472,839SK,1176,38,10,Oct-38,POTABLE WATER,Y-HTR G1/G2 DRN,11/30/2020 13:13,LOW CURRENT/OPEN,FAILED/WIRING,AIR,Fault,>,B1-008401,AC154721.FMH,,354 PWS CNTRL UNIT 004005,4028670876189a47017619b1fbc518d5,3934
AC10127,722EV,28008,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 13:13,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006952,AC10127S.SMH,"350 IAPS IOC 1A 600001
351 IAPS IOC 1A 600001
352 IAPS IOC 1A 625E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 600001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 600001
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600163",4028670876280d68017628e7340d0b1e,SKW3122
